old_base_name,old_variant_count,old_variant_skus,total_revenue_q1q2,total_units_sold,unique_customer_count,new_sku,new_name,new_permalink,new_price,new_image,new_categories,mix_composition,match_score,bullet_1,bullet_2,bullet_3,bullet_4
Southern Goat Pasture Mix,1,PB-GOAT-S-OLD,1035.39,11,8,PB-GOAT-TR,Goat Pasture &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/goat-pasture-forage-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/TGOAT.webp,"Pasture Seed, All Seed, Goat Pasture Seed",Red Clover 9%; Cicer Milkvetch 4%,80,"Scientifically balanced blend of Red Clover (9%), Cicer Milkvetch (4%) — each species chosen for complementary growth habits and root structures.",Designed for goat browsing habits with species that withstand aggressive grazing patterns and thrive in varied terrain.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: 13 Species | Bloat-Safe | Low Maintenance
Great Plains Big Game Food Plot Mix,2,PB-GPBG-2.5-A;PB-GPBG-0.5-A,1028.53,9,9,PB-GAME,Big Game Food Plot &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/Game-1.webp,"All Seed, Food Plot Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",Oats 61%; Chicory 14%; Alfalfa 5%; Forage Radish 5%; White Clover 5%; Crimson Clover 4%; Triticale 4%; Peas 3%; Red Clover 2%,70,"Scientifically balanced blend of Oats (61%), Chicory (14%), Alfalfa (5%), Forage Radish (5%) — each species chosen for complementary growth habits and root structures.","Wildlife food plot blend timed for peak nutritional value during hunting season, attracting and holding game on your property.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Drought Hardy | Wildlife Magnet | High Protein
California Buckwheat,2,PG-ERFA-1-LB;PG-ERFA-10-LB,1008.64,18,15,PB-COSS,Coastal California Sage Scrub Mix,https://naturesseed.com/products/wildflower-seed/coastal-sage-scrub-mix/,38.82,https://naturesseed.com/wp-content/uploads/2025/09/Coastal-Sage-Scrub-Mix.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, California Collection",,40,The Coastal Sage Scrub Mix is a carefully curated blend of native Californian plant seeds designed to flourish in coastal sage scrub habitats.,"Bursting with diversity, it includes a mix of grasses, shrubs, and wildflowers that will bring a beautiful variety of colors to your garden.","Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: California Native | Colorful | Pollinator-Friendly
Russian Wildrye,3,PG-ELJU;PG-ELJU-10-LB;PG-ELJU-1-LB,994.48,5,5,PB-DRY,Dryland Pasture Mix,https://naturesseed.com/products/pasture-seed/dryland-pasture-mix/,50.99,https://naturesseed.com/wp-content/uploads/2025/12/DrylandPAsture.webp,,Drought-Tolerant Tall Fescue 30%; Intermediate Wheatgrass 25%; Crested Wheatgrass 20%; Drought-Resistant Orchardgrass 15%,30,"Scientifically balanced blend of Drought-Tolerant Tall Fescue (30%), Intermediate Wheatgrass (25%), Crested Wheatgrass (20%), Drought-Resistant Orchardgrass (15%) — each species chosen for complementary growth habits and root structures.",Purpose-built forage blend designed for productive grazing with species proven in real-world pasture conditions.,Key features: More Grazing From Every Drop | Grass Even When You Skip | Pasture That Fits Your,
Alpaca & Llama Forage Mix,1,PB-ALPACA-10-LB-OLD,989.89,11,6,PB-ALPACA,Llama & Alpaca Pasture Seed Mix,https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/ALPACA.webp,"Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",Timothy 25%; Meadow Bromegrass 25%; Kentucky Bluegrass 25%; Orchardgrass 25%,50,"Scientifically balanced blend of Timothy (25%), Meadow Bromegrass (25%), Kentucky Bluegrass (25%), Orchardgrass (25%) — each species chosen for complementary growth habits and root structures.",Purpose-built forage blend designed for productive grazing with species proven in real-world pasture conditions.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Nutrient-Rich | Soft Grasses | Drought Hardy
Southern Horse Pasture Mix,1,PB-HRSE-SO-OLD,989.89,11,8,PB-HRSE-SO,Warm Season Horse Pasture Mix,https://naturesseed.com/products/pasture-seed/horse-pasture-mix-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/SHORSE.webp,"Pasture Seed, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Horse Pasture Seed",Perennial Ryegrass 41%; Tall Fescue 41%; Bermuda Grass 13%; White Clover 4%,110,"Scientifically balanced blend of Perennial Ryegrass (41%), Tall Fescue (41%), Bermuda Grass (13%), White Clover (4%) — each species chosen for complementary growth habits and root structures.","Formulated specifically for equine pastures — high palatability, safe for horses, and designed for heavy hoof traffic recovery.",Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Drought Hardy | Fast Growth | Erosion Control
Southwest Wildflower Mix,2,WB-SW-2000-F;WB-SW-500-F,983.34,29,24,BDL-FYC,First-Year Color + Perennial Foundation Wildflower Kit,https://naturesseed.com/products/wildflower-seed/first-year-and-perennial-foundation-wildflower-kit/,49.99,https://naturesseed.com/wp-content/uploads/2026/02/First-Year-Color-Perennial-Foundation-Wildflower-Kit-2-Mix-Instant-Permanent-Meadow-Starter-1.png,Native Wildflower Seed &amp; Seed Mixes,,40,A 2-mix wildflower kit designed to solve the biggest problem with perennial wildflower plantings: the wait.,A carefully curated wildflower selection featuring native species adapted to your region's climate and soil conditions.,"Key features: 1 lb Kit | ~1,000 Sq Ft | Year 1 Color",
Yellow Sweet Clover,3,PG-MEOF-25-LB;PG-MEOF-10-LB;PG-MEOF-1-LB,982.62,54,39,PB-CLV,Pasture Clover Mix for Waterfowl Food Plots,https://naturesseed.com/products/pasture-seed/pasture-clover-mix-for-duck-quail-food-plot/,47.99,https://naturesseed.com/wp-content/uploads/2025/12/Duck-and-Quail-Food-Plot.webp,"Pasture Seed, Food Plot Seed",Ladino White Clover 40%; Medium Red Clover 35%; Alsike Clover 15%; Subterranean Clover 10%,40,"Scientifically balanced blend of Ladino White Clover (40%), Medium Red Clover (35%), Alsike Clover (15%), Subterranean Clover (10%) — each species chosen for complementary growth habits and root structures.",Purpose-built forage blend designed for productive grazing with species proven in real-world pasture conditions.,Key features: Turn Wet Wasted Ground Into | Let Your Food Plot Hunt For | Keep Birds On Your Side Of,
Southwest Desert Goat Forage Mix - 1 Acre,1,PB-SWDG-1-A,978.87,6,6,PB-GOAT-TR,Goat Pasture &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/goat-pasture-forage-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/TGOAT.webp,"Pasture Seed, All Seed, Goat Pasture Seed",Red Clover 9%; Cicer Milkvetch 4%,80,"Scientifically balanced blend of Red Clover (9%), Cicer Milkvetch (4%) — each species chosen for complementary growth habits and root structures.",Designed for goat browsing habits with species that withstand aggressive grazing patterns and thrive in varied terrain.,Key features: 13 Species | Bloat-Safe | Low Maintenance,
Southern Subtropics Erosion Control Mix - 1 Acre,1,PB-SSEC,975.74,4,4,CV-CNEC,California Native Erosion Control Mix,https://naturesseed.com/products/specialty-seed/california-native-erosion-control-mix/,205.88,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2497091527-scaled-1.jpg,"Specialty Seed, All Seed, California Collection",California Brome 62%; Small Fescue 26%; Foothill Clover 12%,50,"Scientifically balanced blend of California Brome (62%), Small Fescue (26%), Foothill Clover (12%) — each species chosen for complementary growth habits and root structures.",Festuca microstachys (Small Fescue) is an annual that establishes very quickly thrives in a variety of soil conditions.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Fast Cover | Deep Roots | Nitrogen Fix
Cowpeas,2,PG-VIUN;PG-VIUN-50-LB,973.32,15,13,PB-COW-NTR,Cool Season Cattle Pasture Seed Mix,https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-cold-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/NCOW-Main.webp,"Pasture Seed, All Seed, Cattle Pasture Seed, Southern US Pasture Seeds &amp; Seed Mixes",Meadow Bromegrass 70%; Perennial Ryegrass 18%; Orchardgrass 6%; Alfalfa 4%; White Clover 2%,30,"Scientifically balanced blend of Meadow Bromegrass (70%), Perennial Ryegrass (18%), Orchardgrass (6%), Alfalfa (4%) — each species chosen for complementary growth habits and root structures.",Optimized for cattle grazing with high-yield forage species that maximize feed value per acre and support rotational grazing programs.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Drought Hardy | Winter Hardy | Grazing Tough
White Prairie Clover,2,W-PECA-1-LB;W-PECA-0.25-LB,971.06,20,6,PG-TRRE,White Clover Seed,https://naturesseed.com/products/clover-seed/white-clover/,34.99,https://naturesseed.com/wp-content/uploads/2025/09/White-Clover.png,"All Seed, Clover Seed, Cover Crop Seed, Pasture Seed, Specialty Seed",,50,"White clover ( Trifolium repens ) is one of the most valuable and versatile plants you can add to your pasture, lawn, or food plot.","Nitrogen-fixing legume that naturally enriches your soil while providing dense, attractive ground cover that crowds out weeds.",Key features: Nitrogen-Fixing | Lawn Alternative | Drought-Tolerant,
Southwest Desert Big Game Food Plot Mix,2,PB-SWDBG-50-LB;PB-SWDBG-10-LB,966.13,7,4,PB-GAME,Big Game Food Plot &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/Game-1.webp,"All Seed, Food Plot Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",Oats 61%; Chicory 14%; Alfalfa 5%; Forage Radish 5%; White Clover 5%; Crimson Clover 4%; Triticale 4%; Peas 3%; Red Clover 2%,70,"Scientifically balanced blend of Oats (61%), Chicory (14%), Alfalfa (5%), Forage Radish (5%) — each species chosen for complementary growth habits and root structures.","Wildlife food plot blend timed for peak nutritional value during hunting season, attracting and holding game on your property.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Drought Hardy | Wildlife Magnet | High Protein
Tall Wheatgrass,3,PG-AGEL-50-LB;PG-AGEL-10-LB;PG-AGEL-1-LB,951.24,14,12,PG-FEAR2,Tall Fescue Grass Seed,https://naturesseed.com/products/pasture-seed/tall-fescue/,34.99,https://naturesseed.com/wp-content/uploads/2025/07/TallFescue-Crop.jpg,"Cover Crop Seed, Northern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",,40,Tall fescue is a hardy cool-season perennial grass valued for its deep roots and resilience.,"Deep-rooted fescue variety selected for drought tolerance, shade adaptation, and year-round color with minimal irrigation.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Deep Rooted | Drought Hardy | Durable Sod
California Bush Sunflower,3,W-ENCA-1-LB-OLD;W-ENCA-0.5-LB-OLD;W-ENCA-0.25-LB-OLD,935.92,11,10,W-ENCA,California Bush Sunflower Seed,https://naturesseed.com/products/wildflower-seed/california-bush-sunflower/,21.16,https://naturesseed.com/wp-content/uploads/2025/09/Encelia-californica.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",,90,"This Bush Sunflower seed was collected with permits from wildland areas in Santa Barbara County, CA.",California Bush Sunflower (Encelia californica) is a fast-growing shrub with bright yellow daisy-like flowers.,"Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Long-Blooming | Drought-Tolerant | Erosion-Control
Hard Fescue Grass,3,S-FELO-10-LB;S-FELO-50-LB;S-FELO-1-LB,897.11,26,15,PG-FEAR2,Tall Fescue Grass Seed,https://naturesseed.com/products/pasture-seed/tall-fescue/,34.99,https://naturesseed.com/wp-content/uploads/2025/07/TallFescue-Crop.jpg,"Cover Crop Seed, Northern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",,80,Tall fescue is a hardy cool-season perennial grass valued for its deep roots and resilience.,"Deep-rooted fescue variety selected for drought tolerance, shade adaptation, and year-round color with minimal irrigation.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Deep Rooted | Drought Hardy | Durable Sod
South-Atlantic Transitional Pollinator Mix,2,PB-SATP-5000-F;PB-SATP,892.12,9,8,PB-SHEP-SO,Warm Season Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-warm-season/,69.99,https://naturesseed.com/wp-content/uploads/2025/07/SSHEEP.webp,"Sheep Pastures, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,30,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Drought Hardy | Low Maintenance | Erosion Control
Sandberg Bluegrass,2,PG-POSA-10-LB;PG-POSA-1-LB,839.28,16,13,TURF-W-BLUE-BUNDLE,Premium Pet & Kid Friendly Bluegrass Bundle,https://naturesseed.com/product/premium-pet-kid-friendly-bluegrass-bundle/,199.99,https://naturesseed.com/wp-content/uploads/2025/09/pet_bluegrass_bundle-1.png,All Seed,,70,"Give your family a lawn that’s soft, beautiful, and built to last.","The Premium Pet & Kid Friendly Bluegrass Bundle is designed for homeowners who want a safe, durable, and easy-to-grow lawn that can handle the wear and tear of kids, pets, and everyday play.",Key features: Pet & Kid Friendly | High Traffic | All-in-one Solution,
Southwest Desert Sheep Forage Mix - 1 Acre,1,PB-SWDS,836.17,3,3,PB-SHEP-SO,Warm Season Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-warm-season/,69.99,https://naturesseed.com/wp-content/uploads/2025/07/SSHEEP.webp,"Sheep Pastures, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,100,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Drought Hardy | Low Maintenance | Erosion Control
Mid-West/Mid-Atlantic Erosion Control Mix - 1 Acre,1,PB-MWEC,831.84,5,5,CV-CNEC,California Native Erosion Control Mix,https://naturesseed.com/products/specialty-seed/california-native-erosion-control-mix/,205.88,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2497091527-scaled-1.jpg,"Specialty Seed, All Seed, California Collection",California Brome 62%; Small Fescue 26%; Foothill Clover 12%,50,"Scientifically balanced blend of California Brome (62%), Small Fescue (26%), Foothill Clover (12%) — each species chosen for complementary growth habits and root structures.",Festuca microstachys (Small Fescue) is an annual that establishes very quickly thrives in a variety of soil conditions.,"Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Fast Cover | Deep Roots | Nitrogen Fix
Florida Tropics Poultry Forage Mix,1,PB-FTPB,825.34,15,10,PB-CHIX,Chicken Forage Seed Mix,https://naturesseed.com/products/pasture-seed/poultry-forage-mix/,19.99,https://naturesseed.com/wp-content/uploads/2025/07/POULTRY-1.webp,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes",Red Clover 19%; Common Flax 18%; Alfalfa 18%; Buckwheat 14%; Strawberry Clover 10%; Peas 10%; White Clover 6%; Crimson Clover 6%,70,"Scientifically balanced blend of Red Clover (19%), Common Flax (18%), Alfalfa (18%), Buckwheat (14%) — each species chosen for complementary growth habits and root structures.",Crafted for poultry foraging with nutrient-dense greens that support egg production and provide natural pest control in the run.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Protein-Packed | Omega-3 Rich | Drought Hardy
Northeast Seed Mix,1,TURF-NE-2000-F,804.48,12,9,PB-SHEP-N,Cool Season Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-cold-season/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/NSHEEP-1.png,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Pasture Seed, Sheep Pastures",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,30,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: High Protein | Drought Hardy | Nitrogen Fix
Southern Subtropics Dryland Pasture Mix,1,PB-SSD-0.5-A,800.92,7,4,PB-DRY,Dryland Pasture Mix,https://naturesseed.com/products/pasture-seed/dryland-pasture-mix/,50.99,https://naturesseed.com/wp-content/uploads/2025/12/DrylandPAsture.webp,,Drought-Tolerant Tall Fescue 30%; Intermediate Wheatgrass 25%; Crested Wheatgrass 20%; Drought-Resistant Orchardgrass 15%,80,"Scientifically balanced blend of Drought-Tolerant Tall Fescue (30%), Intermediate Wheatgrass (25%), Crested Wheatgrass (20%), Drought-Resistant Orchardgrass (15%) — each species chosen for complementary growth habits and root structures.",Purpose-built forage blend designed for productive grazing with species proven in real-world pasture conditions.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: More Grazing From Every Drop | Grass Even When You Skip | Pasture That Fits Your
Honey Bee Pasture Mix,1,PB-HONEY-OLD,800.91,9,7,PB-HONEY,Honey Bee Cover Crop &amp; Pasture Mix,https://naturesseed.com/products/pasture-seed/honey-bee-cover-crop-pasture-mix/,59.99,https://naturesseed.com/wp-content/uploads/2025/07/HONEY.webp,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Specialty Seed",Sainfoin 40%; White Clover 14%; Crimson Clover 12%; Sweetclover 10%; Baby Blue Eyes 4%; Black-Eyed Susan 4%; California Poppy 4%; Lewis Flax 4%; Lance-Leaved Coreopsis 4%; Purple Coneflower 4%,60,"Scientifically balanced blend of Sainfoin (40%), White Clover (14%), Crimson Clover (12%), Sweetclover (10%) — each species chosen for complementary growth habits and root structures.",Purpose-built forage blend designed for productive grazing with species proven in real-world pasture conditions.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Drought Hardy | Bee Magnet | High Protein
CALIFORNIA HABITAT MIX,1,CV-CHM-5-LB-OLD,799.98,2,2,CV-CHM,California Habitat Mix,https://naturesseed.com/products/grass-seed/california-habitat-mix/,323.53,https://naturesseed.com/wp-content/uploads/2025/07/habitat-mix.jpg,"All Seed, Specialty Seed, California Collection",California Native Habitat Mix California Brome 23%; Blue Wildrye 22%; California Barley 20%; Idaho Fescue 13%; Purple Needlegrass 13%; Sandberg Bluegrass 9%,50,"Scientifically balanced blend of California Native Habitat Mix California Brome (23%), Blue Wildrye (22%), California Barley (20%), Idaho Fescue (13%) — each species chosen for complementary growth habits and root structures.","Blue Wildrye 22% A versatile native grass tolerant of shade and various soil conditions; it establishes rapidly, provides effective erosion control on slopes, and offers important seed forage for birds and small mammals.","Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: All Native | Wildlife | Drought Tolerance
TWCA Water-Wise Tall Fescue Blend,3,TURF-WT-1000-F;TURF-WT-2000-F;TURF-WT-500-F,794.5,6,5,PG-FEAR2,Tall Fescue Grass Seed,https://naturesseed.com/products/pasture-seed/tall-fescue/,34.99,https://naturesseed.com/wp-content/uploads/2025/07/TallFescue-Crop.jpg,"Cover Crop Seed, Northern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Individual Pasture Species, Pasture Seed",,50,Tall fescue is a hardy cool-season perennial grass valued for its deep roots and resilience.,"Deep-rooted fescue variety selected for drought tolerance, shade adaptation, and year-round color with minimal irrigation.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Deep Rooted | Drought Hardy | Durable Sod
Great Plains Alpaca/Llama Forage Mix - 1 Acre,1,PB-GPAL-1-A,779.41,4,3,PB-ALPACA,Llama & Alpaca Pasture Seed Mix,https://naturesseed.com/products/pasture-seed/alpaca-llama-pasture-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/ALPACA.webp,"Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",Timothy 25%; Meadow Bromegrass 25%; Kentucky Bluegrass 25%; Orchardgrass 25%,50,"Scientifically balanced blend of Timothy (25%), Meadow Bromegrass (25%), Kentucky Bluegrass (25%), Orchardgrass (25%) — each species chosen for complementary growth habits and root structures.",Purpose-built forage blend designed for productive grazing with species proven in real-world pasture conditions.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Nutrient-Rich | Soft Grasses | Drought Hardy
Purple Coneflower,3,W-ECPU-0.25-LB;W-ECPU-1-LB;W-ECPU-0.5-LB,762.01,37,33,BDL-FYC,First-Year Color + Perennial Foundation Wildflower Kit,https://naturesseed.com/products/wildflower-seed/first-year-and-perennial-foundation-wildflower-kit/,49.99,https://naturesseed.com/wp-content/uploads/2026/02/First-Year-Color-Perennial-Foundation-Wildflower-Kit-2-Mix-Instant-Permanent-Meadow-Starter-1.png,Native Wildflower Seed &amp; Seed Mixes,,30,A 2-mix wildflower kit designed to solve the biggest problem with perennial wildflower plantings: the wait.,A carefully curated wildflower selection featuring native species adapted to your region's climate and soil conditions.,"Key features: 1 lb Kit | ~1,000 Sq Ft | Year 1 Color",
Indian Ricegrass,1,PG-ORHY-1-LB,760.24,33,22,BDL-ORL,Overseed &amp; Repair Lawn Kit,https://naturesseed.com/products/grass-seed/overseed-and-repair-lawn-kit/,79.99,https://naturesseed.com/wp-content/uploads/2026/02/Overseed-Repair-Lawn-Kit-Fast-Green-Perennial-Ryegrass-Deep-Rooted-Triblade-Elite-Tall-Fescue-1.png,"Lawn Seed, Northern Lawn, Sports Turf/High Traffic, Transitional Lawn",,30,A 2-species lawn repair kit that pairs fast-germinating Perennial Ryegrass with deep-rooted Triblade Elite Tall Fescue.,"Engineered for a dense, resilient lawn that handles foot traffic, recovers from wear, and stays green through seasonal changes.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,"Key features: 10 lb Kit | ~2,000 Sq Ft | 5-Day Green-up"
Southwest Desert Erosion Control Mix - 1 Acre,1,PB-SWDEC-1-A,757.27,5,5,CV-CNEC,California Native Erosion Control Mix,https://naturesseed.com/products/specialty-seed/california-native-erosion-control-mix/,205.88,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2497091527-scaled-1.jpg,"Specialty Seed, All Seed, California Collection",California Brome 62%; Small Fescue 26%; Foothill Clover 12%,50,"Scientifically balanced blend of California Brome (62%), Small Fescue (26%), Foothill Clover (12%) — each species chosen for complementary growth habits and root structures.",Festuca microstachys (Small Fescue) is an annual that establishes very quickly thrives in a variety of soil conditions.,"Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Fast Cover | Deep Roots | Nitrogen Fix
"Idaho Fescue - 1 lb, Native Variety",1,PG-FEID-1-LB,741.8,40,21,PB-CABIN,Native Cabin Grass Seed Mix,https://naturesseed.com/products/pasture-seed/native-cabin-grass-mix/,43.99,https://naturesseed.com/wp-content/uploads/2025/12/NativeCabinLawn.webp,"Food Plot Seed, Specialty Seed",,40,"Native Cabin Grass Mix is a low-mow, drought-tolerant seed blend designed to provide a soft, natural-looking lawn that fits seamlessly into rustic settings.","Deep-rooted fescue variety selected for drought tolerance, shade adaptation, and year-round color with minimal irrigation.","Available now at $43.99 — ships direct to your door, ready for spring planting season.",
Sudangrass,3,PG-SOSU-10-LB;PG-SOSU-25-LB;PG-SOSU-1-LB,741.38,28,21,BDL-ORL,Overseed &amp; Repair Lawn Kit,https://naturesseed.com/products/grass-seed/overseed-and-repair-lawn-kit/,79.99,https://naturesseed.com/wp-content/uploads/2026/02/Overseed-Repair-Lawn-Kit-Fast-Green-Perennial-Ryegrass-Deep-Rooted-Triblade-Elite-Tall-Fescue-1.png,"Lawn Seed, Northern Lawn, Sports Turf/High Traffic, Transitional Lawn",,30,A 2-species lawn repair kit that pairs fast-germinating Perennial Ryegrass with deep-rooted Triblade Elite Tall Fescue.,"Engineered for a dense, resilient lawn that handles foot traffic, recovers from wear, and stays green through seasonal changes.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,"Key features: 10 lb Kit | ~2,000 Sq Ft | 5-Day Green-up"
Pacific Southwest Honey Bee Pasture Mix,3,PB-PSWHB-10-LB;PB-PSWHB-50-LB;PB-PSWHB-1-LB,738.33,12,8,PB-SHEP-SO,Warm Season Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-warm-season/,69.99,https://naturesseed.com/wp-content/uploads/2025/07/SSHEEP.webp,"Sheep Pastures, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,70,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Drought Hardy | Low Maintenance | Erosion Control
