Product Item ID,Product Title,Product Type L1,Product Type L2,Total Impressions,Total Clicks,Total Cost ($),Total Conversions,Total Revenue ($),Total ROAS,CTR (%),Avg CPC ($),Conv Rate (%),Avg Order Value ($),Quarters Active,Campaigns
gla_355807,Hybrid Forage Brassica,pasture seed,pasture seed by region,6272,71,99.59,0.75,114.35,1.15,1.13,1.40,1.06,152.47,4,9
gla_455517,"Deer Food Plot Seed Mix (Full Potential) - Wildlife Forage Blend - 10 lb, Covers 1,000 sq ft | Nature's Seed",food plot,food plot mix wildlife attractor,21252,96,85.79,0.33,96.33,1.12,0.45,0.89,0.34,291.91,1,3
pb-glbc-2.5-a,Great Lakes/New England Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england beef cattle forage blend,14920,121,81.64,0.83,91.01,1.11,0.81,0.67,0.69,109.65,4,3
gla_183682,Southern Subtropics Beef Cattle Forage Mix,pasture seed,cattle pastures,1815,48,31.18,0.50,34.25,1.10,2.64,0.65,1.04,68.50,3,8
pb-sath-0.5-a,South-Atlantic Transitional Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional horse forage blend,58616,348,443.14,4.86,480.69,1.08,0.59,1.27,1.40,98.91,4,3
pb-gph-2.5-a,Great Plains Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains horse forage blend,30956,141,169.53,0.43,181.65,1.07,0.46,1.20,0.30,422.44,4,3
pb-swdpb-2.5-a,Southwest Desert Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert poultry forage blend,34612,238,134.42,8.10,142.30,1.06,0.69,0.56,3.40,17.57,4,3
pb-swdg-0.5-a,Southwest Desert Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert goat forage blend,30435,219,178.73,2.13,188.43,1.05,0.72,0.82,0.97,88.46,4,3
pb-satdc-1-a,South-Atlantic Transitional Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional dairy cow forage blend,8105,31,39.32,0.25,41.13,1.05,0.38,1.27,0.81,164.52,4,3
pb-mwh-0.5-a,Mid-West/Mid-Atlantic Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic horse forage blend,52884,354,508.64,2.81,516.86,1.02,0.67,1.44,0.79,183.94,4,3
pb-sath-1-a,South-Atlantic Transitional Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional horse forage blend,68457,422,575.01,3.80,575.31,1.00,0.62,1.36,0.90,151.40,4,3
gla_445868,"Nature's Seed Any Region Pasture & Forage 10 Lb for 10,000 Sq Ft Mix Tailored Game Blend & No Fillers",pasture seeds,pasture seeds mix,30482,213,217.21,4.41,215.23,0.99,0.70,1.02,2.07,48.80,3,7
pb-pnwpb-1-a,Pacific Northwest Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest poultry forage blend,30300,228,147.68,6.02,142.57,0.97,0.75,0.65,2.64,23.68,4,3
pb-ssag,Southwest Semi-Arid Steppe Goat Forage Mix,pasture seed,southwest semi-arid steppe goat forage mix,21772,88,48.42,0.56,45.56,0.94,0.40,0.55,0.64,81.36,8,8
gla_459571,"Irrigated Pasture Seed Mix - Premium High-Yield Forage - 20 lb, Covers 10,000 sq ft | Nature's Seed",pasture seeds,pasture seeds mix,8325,26,26.17,0.33,23.99,0.92,0.31,1.01,1.27,72.70,1,3
gla_183830,South-Atlantic Transitional Goat Forage Mix,pasture seed,goat pastures,105385,356,373.02,2.00,341.45,0.92,0.34,1.05,0.56,170.72,4,10
pb-gppb-2000-f,Great Plains Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains poultry forage blend,14166,95,52.46,1.53,47.61,0.91,0.67,0.55,1.61,31.12,4,3
gla_183570,Great Plains Horse Forage Mix,pasture seed,horse pastures,16881,264,376.19,2.45,336.59,0.89,1.56,1.42,0.93,137.38,4,10
gla_446806,"Nature's Seed Pasture & Forage 50 Lb for 50,000 Sq Ft Switchgrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,15916,47,92.80,1.09,82.65,0.89,0.30,1.97,2.32,75.83,3,7
pb-sspb-1500-f,Southern Subtropics Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southern subtropics poultry forage blend,4236,17,11.24,0.49,10.00,0.89,0.40,0.66,2.88,20.41,2,3
gla_440372,"Nature’s Seed Northern Horse Pasture Mix – 10 lb Cool‐Climate Blend (Timothy, Orchardgrass, Ryegrass & Fescue)",pasture seed,horse pasture seed,14687,122,168.76,1.12,136.65,0.81,0.83,1.38,0.92,122.01,2,5
pb-swdal-1-a,Southwest Desert Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert alpaca/llama forage blend,2639,6,5.47,0.01,4.23,0.77,0.23,0.91,0.17,423.00,4,3
pb-satbc-0.5-a,South-Atlantic Transitional Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional beef cattle forage blend,37205,243,192.06,1.33,145.21,0.76,0.65,0.79,0.55,109.18,4,3
gla_185477,Great Lakes/New England Poultry Forage Mix,pasture seed,poultry pastures,5491,69,63.28,1.63,47.67,0.75,1.26,0.92,2.36,29.25,3,9
pb-pnwdc,Pacific Northwest Dairy Cow Forage Mix,pasture seed,pacific northwest dairy cow forage mix,29177,157,92.85,0.63,69.49,0.75,0.54,0.59,0.40,110.30,8,13
gla_186821,Pacific Northwest Pig Forage Mix,pasture seed,pig pastures,20693,111,143.59,0.99,107.27,0.75,0.54,1.29,0.89,108.35,4,9
pb-sats-2.5-a,South-Atlantic Transitional Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional sheep forage blend,15696,102,109.68,0.78,79.86,0.73,0.65,1.08,0.76,102.38,4,3
pb-swtg-1-a,Southwest Transitional Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional goat forage blend,11452,39,32.34,0.38,22.77,0.70,0.34,0.83,0.97,59.92,4,3
gla_185573,Southwest Transitional Poultry Forage Mix,pasture seed,poultry pastures,3780,31,29.25,0.51,20.53,0.70,0.82,0.94,1.65,40.25,4,10
gla_185488,Great Plains Poultry Forage Mix,pasture seed,poultry pastures,13368,229,179.39,2.51,125.81,0.70,1.71,0.78,1.10,50.12,4,9
pb-satpb-1000-f,South-Atlantic Transitional Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional poultry forage blend,3902,15,16.16,0.37,11.16,0.69,0.38,1.08,2.47,30.16,4,3
pb-ftpb-1000-f,Florida Tropics Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics poultry forage blend,5819,54,32.67,0.92,22.13,0.68,0.93,0.60,1.70,24.05,4,3
pb-ssg,Southern Subtropics Goat Forage Mix Pasture Seed | Nature's Seed,pasture seed,southern subtropics goat forage mix,44549,222,121.09,1.53,81.24,0.67,0.50,0.55,0.69,53.10,8,8
pb-satbc-1-a,South-Atlantic Transitional Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional beef cattle forage blend,19776,146,92.96,0.33,60.71,0.65,0.74,0.64,0.23,183.97,4,3
gla_455514,"Nature's Seed Green Screen Food Plot Seed Mix 20 lb Bag - Covers 85,000 Sq Ft - Deer & Wildlife Forage Blend",food plot,food plot mix wildlife attractor,12930,190,118.14,1.00,76.79,0.65,1.47,0.62,0.53,76.79,1,3
gla_459572,"Irrigated Pasture Seed Mix - Premium High-Yield Forage - 50 lb, Covers 25,000 sq ft | Nature's Seed",pasture seeds,pasture seeds mix,16743,70,111.51,0.57,69.03,0.62,0.42,1.59,0.81,121.11,1,3
pb-gps-1-a,Great Plains Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains sheep forage blend,17375,122,73.59,0.21,45.51,0.62,0.70,0.60,0.17,216.71,4,3
pb-gph-0.5-a,Great Plains Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains horse forage blend,45689,187,225.37,1.30,139.37,0.62,0.41,1.21,0.70,107.21,4,3
pb-satb,South-Atlantic Transitional Bison Forage Mix Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional bison forage mix,7211,24,14.11,0.13,8.72,0.62,0.33,0.59,0.54,67.08,8,7
gla_445458,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Tall Fescue Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,35405,197,140.14,0.54,86.24,0.62,0.56,0.71,0.27,159.70,3,8
gla_446810,"Nature's Seed Pasture & Forage 50 Lb for 50,000 Sq Ft Orchardgrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,35524,183,313.52,8.59,190.31,0.61,0.52,1.71,4.69,22.15,3,7
gla_438226,Intermountain West Sheep Forage Mix,pasture seed,sheep pastures,4272,85,181.25,1.00,108.09,0.60,1.99,2.13,1.18,108.09,1,10
gla_185476,Great Lakes/New England Poultry Forage Mix,pasture seed,poultry pastures,7877,101,89.76,0.50,50.92,0.57,1.28,0.89,0.50,101.84,3,9
gla_183731,Pacific Northwest Dairy Cow Forage Mix,pasture seed,cattle pastures,140778,420,210.64,3.01,117.68,0.56,0.30,0.50,0.72,39.10,3,9
gla_185590,Pacific Northwest Poultry Forage Mix,pasture seed,poultry pastures,12107,89,198.65,1.00,110.13,0.55,0.74,2.23,1.12,110.13,4,9
pb-gpal-1-a,Great Plains Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains alpaca/llama forage blend,5719,24,9.60,0.01,5.28,0.55,0.42,0.40,0.04,528.00,4,3
pb-ssdc-1-a,Southern Subtropics Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southern subtropics dairy cow forage blend,12739,80,41.88,0.33,22.96,0.55,0.63,0.52,0.41,69.58,4,3
gla_445832,"Nature's Seed Any Region Pasture & Forage 50 Lb for 50,000 Sq Ft Mix Clean, High-Energy Blend for Pigs",pasture seeds,pasture seeds mix,12268,63,117.57,3.60,61.40,0.52,0.51,1.87,5.71,17.06,3,7
gs1_000008,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Kentucky Bluegrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,18056,195,112.59,2.07,58.14,0.52,1.08,0.58,1.06,28.09,1,6
pb-iwpb-5000-f,Intermountain West Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west poultry forage blend,6128,49,36.56,0.48,17.81,0.49,0.80,0.75,0.98,37.10,4,3
gla_452370,"White Clover Seed (Trifolium repens) —Perennial Nitrogen-Fixing Groundcover & Forage 10 Lb for 20,000 Sq Ft | Nature's Seed",specialty seeds,clover seeds,10453,47,76.27,1.00,36.97,0.48,0.45,1.62,2.13,36.97,2,4
gla_183766,Southern Subtropics Dairy Cow Forage Mix,pasture seed,cattle pastures,16295,65,125.13,0.34,57.56,0.46,0.40,1.93,0.52,169.29,3,9
gla_445909,"Nature's Seed Any Region Pasture & Forage 20 Lb for 20,000 Sq Ft Mix Curated Soft‐Leaf Blend for Llamas and Aplacas with No Fillers",pasture seeds,pasture seeds mix,4952,26,27.81,0.20,12.77,0.46,0.53,1.07,0.77,63.85,3,7
pb-ssh-0.5-a,Southern Subtropics Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southern subtropics horse forage blend,27304,142,183.15,1.89,84.06,0.46,0.52,1.29,1.33,44.48,4,3
pb-gppg,Great Plains Pig Forage Mix Pasture Seed | Nature's Seed,pasture seed,great plains pig forage mix,13483,109,79.85,2.83,33.71,0.42,0.81,0.73,2.60,11.91,2,4
gla_185523,Pacific Southwest Poultry Forage Mix,pasture seed,poultry pastures,6074,87,77.48,1.00,28.62,0.37,1.43,0.89,1.15,28.62,3,9
pb-glbc-0.5-a,Great Lakes/New England Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england beef cattle forage blend,28660,231,154.54,0.33,56.79,0.37,0.81,0.67,0.14,172.09,4,3
gla_185475,Great Lakes/New England Poultry Forage Mix,pasture seed,poultry pastures,17477,163,145.50,1.00,52.35,0.36,0.93,0.89,0.61,52.35,3,9
pb-ftdc-1-a,Florida Tropics Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics dairy cow forage blend,1435,3,2.27,0.05,0.80,0.35,0.21,0.76,1.67,16.00,3,3
gla_445514,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Buckwheat Filler-Free Curated Varieties by Seed Experts",new,single species pasture seeds,29985,236,191.87,1.09,67.04,0.35,0.79,0.81,0.46,61.50,3,7
gla_185527,Pacific Southwest Poultry Forage Mix,pasture seed,poultry pastures,6281,84,105.61,0.99,35.76,0.34,1.34,1.26,1.18,36.12,4,9
pb-ssah-0.5-a,Southwest Semi-Arid Steppe Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe horse forage blend,4948,17,13.20,0.08,4.30,0.33,0.34,0.78,0.47,53.75,4,3
s-feov-25-lb,Sheep Fescue Grass - Grass Seed | Nature's Seed,grass seed,sheep fescue grass,1832,18,11.14,1.02,3.57,0.32,0.98,0.62,5.67,3.50,2,3
gla_185000,Pacific Northwest Bison Forage Mix,pasture seed,bison pastures,2870,54,83.99,0.50,26.38,0.31,1.88,1.56,0.93,52.76,4,9
gla_355806,Hybrid Forage Brassica,heartland collection,pasture seed by region,43977,645,817.25,2.41,235.74,0.29,1.47,1.27,0.37,97.82,4,9
gla_185500,Intermountain West Poultry Forage Mix,pasture seed,pasture seed by region,6477,86,97.60,0.34,27.41,0.28,1.33,1.13,0.40,80.62,4,9
pb-swts,Southwest Transitional Sheep Forage Mix Pasture Seed | Nature's Seed,pasture seed,southwest transitional sheep forage mix,27898,168,67.31,0.50,18.80,0.28,0.60,0.40,0.30,37.60,8,8
gla_445282,"Nature's Seed Transitional Pasture & Forage 20 Lb for 20,000 Sq Ft Mix No Filler, Palatable Seed for Horses",pasture seeds,pasture seeds mix,22735,161,340.47,1.85,94.68,0.28,0.71,2.11,1.15,51.18,3,7
pb-glb-2.5-a,Great Lakes/New England Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england bison forage blend,46102,154,102.08,0.50,27.25,0.27,0.33,0.66,0.32,54.50,4,3
pb-mwpb-2000-f,Mid-West/Mid-Atlantic Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic poultry forage blend,12489,94,49.47,0.50,12.72,0.26,0.75,0.53,0.53,25.44,4,3
pb-gph-1-a,Great Plains Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains horse forage blend,29407,136,163.37,1.00,40.34,0.25,0.46,1.20,0.74,40.34,4,3
pb-swth,Southwest Transitional Horse Forage Mix Pasture Seed | Nature's Seed,pasture seed,southwest transitional horse forage mix,25204,87,93.82,0.20,21.70,0.23,0.35,1.08,0.23,108.50,8,8
pb-iwh-0.5-a,Intermountain West Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west horse forage blend,32029,195,281.20,1.00,64.15,0.23,0.61,1.44,0.51,64.15,4,3
gla_185511,Mid-West/Mid-Atlantic Poultry Forage Mix,pasture seed,poultry pastures,4461,62,77.18,0.66,15.31,0.20,1.39,1.24,1.06,23.20,4,9
gla_183857,Southwest Transitional Goat Forage Mix,pasture seed,goat pastures,2110,40,46.01,0.12,8.55,0.19,1.90,1.15,0.30,71.25,4,9
pb-tort-nb-1500-f,Tortoise Forage Mix (No Bermudagrass) - Pasture Seed | Nature's Seed,pasture seed,tortoise forage mix (no bermudagrass),5155,33,19.72,1.09,3.62,0.18,0.64,0.60,3.30,3.32,1,3
gla_440376,Transitional Horse Pasture Mix,southwest transitional planting region,,7370,53,91.84,0.12,15.84,0.17,0.72,1.73,0.23,132.00,2,5
gla_185529,Pacific Southwest Poultry Forage Mix,pasture seed,poultry pastures,753,4,7.15,0.16,1.20,0.17,0.53,1.79,4.00,7.50,2,3
gla_446818,"Nature's Seed Any Region Pasture & Forage 2 Lb for 2,000 Sq Ft Mix Low-Grow, High-Fiber Blend, Turtoise Safe, Filler-Free Forage",pasture seeds,pasture seeds mix,3485,13,12.45,2.00,2.00,0.16,0.37,0.96,15.38,1.00,3,7
gla_183943,Southwest Transitional Sheep Forage Mix,pasture seed,sheep pastures,122,2,3.84,0.01,0.59,0.15,1.64,1.92,0.50,59.00,2,3
pb-pnwpb-2000-f,Pacific Northwest Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest poultry forage blend,18042,147,82.72,1.03,11.91,0.14,0.81,0.56,0.70,11.56,4,3
pb-swdb-0.5-a,Southwest Desert Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert bison forage blend,4137,11,10.72,0.50,1.51,0.14,0.27,0.97,4.55,3.02,3,3
gla_440409,Great Plains Horse Forage Mix,sale,,1630,10,23.84,0.01,2.86,0.12,0.61,2.38,0.10,286.00,1,4
pb-fth-2.5-a,Florida Tropics Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics horse forage blend,12409,73,118.82,0.33,12.33,0.10,0.59,1.63,0.45,37.36,3,3
pb-iwb-0.5-a,Intermountain West Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west bison forage blend,7063,17,17.10,0.10,1.58,0.09,0.24,1.01,0.59,15.80,4,3
pb-pswbc-0.5-a,Pacific Southwest Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest beef cattle forage blend,4563,17,9.49,0.00,0.73,0.08,0.37,0.56,0.00,0.00,4,3
pb-iwbc-0.5-a,Intermountain West Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,intermountain west beef cattle forage blend,22610,158,103.73,0.06,7.86,0.08,0.70,0.66,0.04,131.00,4,3
pb-ssg-2.5-a,Southern Subtropics Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southern subtropics goat forage blend,15858,128,72.23,0.04,5.15,0.07,0.81,0.56,0.03,128.75,4,3
gla_185601,Southwest Desert Poultry Forage Mix,pasture seed,poultry pastures,3711,49,75.74,0.01,5.18,0.07,1.32,1.55,0.02,518.00,3,9
pb-ftpb-1500-f,Florida Tropics Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics poultry forage blend,5248,38,17.89,0.05,1.12,0.06,0.72,0.47,0.13,22.40,4,3
12974553985789960520,Tortoise Forage & Habitat Mix,,,654,22,16.12,1.00,1.00,0.06,3.36,0.73,4.55,1.00,1,2
pb-swdb-2.5-a,Southwest Desert Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert bison forage blend,3453,8,4.37,0.00,0.26,0.06,0.23,0.55,0.00,0.00,3,3
gs1_000005,Nature's Seed planting aid 5 LB Sheep Fescue Filler-Free Curated Varieties by Seed Experts,specialty seeds,lawn alternative/enhancer,7520,88,53.03,3.07,3.07,0.06,1.17,0.60,3.49,1.00,1,4
pb-swdg-1-a,Southwest Desert Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert goat forage blend,18733,97,74.09,0.04,4.22,0.06,0.52,0.76,0.04,105.50,4,3
pb-pswpb,Pacific Southwest Poultry Forage Mix Pasture Seed | Nature's Seed,pasture seed,pacific southwest poultry forage mix,17527,56,38.86,1.97,1.97,0.05,0.32,0.69,3.52,1.00,8,8
pb-pnws-1-a,Pacific Northwest Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest sheep forage blend,13330,88,90.41,0.03,3.57,0.04,0.66,1.03,0.03,119.00,4,3
pb-pswpb-2000-f,Pacific Southwest Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest poultry forage blend,4954,22,13.08,0.51,0.50,0.04,0.44,0.59,2.32,0.98,4,3
pb-swth-1-a,Southwest Transitional Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest transitional horse forage blend,22356,95,153.97,0.08,4.83,0.03,0.42,1.62,0.08,60.38,4,3
gla_445283,"Nature's Seed Any Region Pasture & Forage 10 Lb for 10,000 Sq Ft Mix Clean, High-Energy Blend for Pigs",pasture seeds,pasture seeds mix,11656,69,64.58,1.01,1.92,0.03,0.59,0.94,1.46,1.90,3,7
pb-fth-0.5-a,Florida Tropics Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics horse forage blend,18574,132,129.52,0.03,3.62,0.03,0.71,0.98,0.02,120.67,4,3
pb-mwpb-0.5-a,Mid-West/Mid-Atlantic Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,mid-west/mid-atlantic poultry forage blend,8750,58,37.97,3.00,1.01,0.03,0.66,0.65,5.17,0.34,4,3
pb-satbc-2.5-a,South-Atlantic Transitional Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,south-atlantic transitional beef cattle forage blend,28789,203,148.34,0.49,3.86,0.03,0.71,0.73,0.24,7.88,4,3
pg-rasa-1-lb,Forage Radish - Pasture Seed | Nature's Seed,pasture seed,forage radish,17106,114,56.38,0.06,1.35,0.02,0.67,0.49,0.05,22.50,4,3
gla_444230,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Bahiagrass Filler-Free Curated Varieties by Seed Experts",pasture seed,individual pasture species,10200,60,42.59,1.00,1.00,0.02,0.59,0.71,1.67,1.00,4,8
gla_183654,Great Plains Beef Cattle Forage Mix,pasture seed,cattle pastures,8796,137,128.06,0.01,2.31,0.02,1.56,0.93,0.01,231.00,4,10
pb-gps-2.5-a,Great Plains Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great plains sheep forage blend,12716,86,47.85,0.00,0.78,0.02,0.68,0.56,0.00,0.00,4,3
gla_184032,Southern Subtropics Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,497,9,11.84,0.00,0.15,0.01,1.81,1.32,0.00,0.00,3,9
gla_446798,"Nature's Seed Pasture & Forage 25 Lb for 25,000 Sq Ft for 5,000 Sq Ft Bermudagrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,29976,134,170.14,2.00,2.00,0.01,0.45,1.27,1.49,1.00,3,7
gla_446805,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Switchgrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,28710,88,71.74,0.00,0.66,0.01,0.31,0.82,0.00,0.00,3,7
pb-fth-1-a,Florida Tropics Horse Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics horse forage blend,7389,51,54.74,0.01,0.30,0.01,0.69,1.07,0.02,30.00,3,3
gla_183640,Mid-West/Mid-Atlantic Beef Cattle Forage Mix,pasture seed,cattle pastures,8121,77,65.81,0.01,0.35,0.01,0.95,0.85,0.01,35.00,3,9
pb-pnwb-0.5-a,Pacific Northwest Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific northwest bison forage blend,12754,53,45.17,0.00,0.24,0.01,0.42,0.85,0.00,0.00,4,3
pb-pswpb-500-f,Pacific Southwest Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest poultry forage blend,4510,16,9.32,2.00,0.02,0.00,0.35,0.58,12.50,0.01,4,3
gla_183921,Intermountain West Sheep Forage Mix,pasture seed,sheep pastures,3069,36,48.46,0.00,0.04,0.00,1.17,1.35,0.00,0.00,3,9
pg-kopr-1-lb,Forage Kochia - Pasture Seed | Nature's Seed,pasture seed,forage kochia,5964,108,15.49,1.00,0.01,0.00,1.81,0.14,0.93,0.01,4,3
pb-glpb-1-a,Great Lakes/New England Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england poultry forage blend,8016,55,41.10,1.00,0.01,0.00,0.69,0.75,1.82,0.01,4,3
pb-ssag-2.5-a,Southwest Semi-Arid Steppe Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe goat forage blend,6200,29,25.92,0.00,0.00,0.00,0.47,0.89,0.00,0.00,4,3
pb-pswpb-2.5-a,Pacific Southwest Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest poultry forage blend,4018,14,14.61,0.50,0.00,0.00,0.35,1.04,3.57,0.00,4,3
pb-ssag-1-a,Southwest Semi-Arid Steppe Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe goat forage blend,12634,28,20.28,0.00,0.00,0.00,0.22,0.72,0.00,0.00,4,3
pb-pswpb-5000-f,Pacific Southwest Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest poultry forage blend,5400,17,13.11,0.00,0.00,0.00,0.31,0.77,0.00,0.00,4,3
pb-ssag-0.5-a,Southwest Semi-Arid Steppe Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe goat forage blend,9210,34,28.77,0.00,0.00,0.00,0.37,0.85,0.00,0.00,4,3
pb-pswpg,Pacific Southwest Pig Forage Mix | Nature's Seed,pasture seed,pacific southwest pig forage mix,1298,4,5.42,0.00,0.00,0.00,0.31,1.35,0.00,0.00,2,4
pb-pswpg-0.5-a,Pacific Southwest Pig Forage Mix - | Nature's Seed,pacific southwest pig forage mix,,820,2,0.36,0.00,0.00,0.00,0.24,0.18,0.00,0.00,4,1
pb-pswpg-1-a,Pacific Southwest Pig Forage Mix - | Nature's Seed,pacific southwest pig forage mix,,457,4,1.22,0.00,0.00,0.00,0.88,0.30,0.00,0.00,4,1
gla_183789,Florida Tropics Dairy Cow Forage Mix,pasture seed,cattle pastures,38,1,0.32,0.00,0.00,0.00,2.63,0.32,0.00,0.00,2,2
pb-ssadc-2.5-a,Southwest Semi-Arid Steppe Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe dairy cow forage blend,823,2,2.49,0.00,0.00,0.00,0.24,1.25,0.00,0.00,3,3
gla_183893,Mid-West/Mid-Atlantic Sheep Forage Mix,pasture seed,sheep pastures,1738,26,33.34,0.00,0.00,0.00,1.50,1.28,0.00,0.00,4,9
gla_183900,Pacific Southwest Sheep Forage Mix,pasture seed,sheep pastures,2085,31,44.65,0.00,0.00,0.00,1.49,1.44,0.00,0.00,4,8
pb-pswpb-1000-f,Pacific Southwest Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest poultry forage blend,3464,7,3.19,0.00,0.00,0.00,0.20,0.46,0.00,0.00,4,3
pb-ssal-1-a,Southern Subtropics Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southern subtropics alpaca/llama forage blend,3661,6,4.20,0.00,0.00,0.00,0.16,0.70,0.00,0.00,4,3
gla_183773,Southwest Transitional Dairy Cow Forage Mix,pasture seed,cattle pastures,100,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
pb-ssapb-1000-f,Southwest Semi-Arid Steppe Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe poultry forage blend,233,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,3
gla_183774,Southwest Transitional Dairy Cow Forage Mix,pasture seed,cattle pastures,17,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
pb-ssapb-0.5-a,Southwest Semi-Arid Steppe Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe poultry forage blend,1361,2,3.78,0.00,0.00,0.00,0.15,1.89,0.00,0.00,4,3
gla_183775,Southwest Transitional Dairy Cow Forage Mix,pasture seed,cattle pastures,531,5,3.95,0.00,0.00,0.00,0.94,0.79,0.00,0.00,3,9
